Fecha publicación,CCAA,Vacunados ≥80 años,Población ≥80 años,% ≥80 años,Vacunados 70-79 años,Población 70-79 años,% 70-79 años,Vacunados 60-69 años,Población 60-69 años,% 60-69 años,Vacunados 50-59 años,Población 50-59 años,% 50-59 años,Vacunados 25-49 años,Población 25-49 años,% 25-49 años,Vacunados 18-24 años,Población 18-24 años,% 18-24 años,Vacunados 16-17 años,Población 16-17 años,% 16-17 años,Vacunados total,Población total a vacunar,% total vacunada
2021-03-31,Melilla,856,2349,"36,4",56,3.748,"1,5",248,7.827,"3,2",428,11.299,"3,8",774,30.095,"2,6",55,8.536,"0,6",6,2.324,"0,3",2.423,66.178,"3,7"
2021-03-31,FF.AA,0,-,-,4,-,-,430,-,-,1.018,-,-,3.405,-,-,134,-,-,0,-,-,4.991,-,-
2021-03-31,España,1.140.442,2.834.024,"40,2",104.798,3.960.045,"2,6",256.588,5.336.986,"4,8",407.083,7.033.306,"5,8",743.757,16.706.113,"4,5",67.631,3.310.299,"2,0",785,949.049,"0,1",2.721.084,40.129.822,"6,8"
2021-04-01,Andalucía,246.229,413516,"59,5",13.404,650.381,"2,1",41.934,916.147,"4,6",70.731,1.265.021,"5,6",130.472,3.009.381,"4,3",11.779,625.846,"1,9",83,181.921,"0,0",514.632,7.062.213,"7,3"
2021-04-01,Aragón,44.314,98807,"44,8",3.135,118.955,"2,6",9.329,156.367,"6,0",13.907,198.266,"7,0",21.487,446.083,"4,8",1.430,89.180,"1,6",25,25.106,"0,1",93.627,1.132.764,"8,3"
2021-04-01,Asturias,39.438,87826,"44,9",3.575,109.249,"3,3",9.848,149.652,"6,6",13.510,162.645,"8,3",20.890,322.095,"6,5",2.318,54.179,"4,3",25,15.563,"0,2",89.604,901.209,"9,9"
2021-04-01,Baleares,12.403,49542,"25,0",2.088,80.516,"2,6",4.856,117.231,"4,1",7.551,165.797,"4,6",17.352,464.054,"3,7",1.229,85.839,"1,4",30,23.300,"0,1",45.509,986.279,"4,6"
2021-04-01,Canarias,33.459,90236,"37,1",12.535,154.531,"8,1",9.116,235.092,"3,9",16.900,350.512,"4,8",34.207,832.411,"4,1",2.357,163.899,"1,4",19,44.352,"0,0",108.593,1.871.033,"5,8"
2021-04-01,Cantabria,22.177,41042,"54,0",1.660,53.066,"3,1",3.704,77.345,"4,8",5.521,89.964,"6,1",10.397,194.241,"5,4",594,34.935,"1,7",3,10.791,"0,0",44.056,501.384,"8,8"
2021-04-01,Castilla y León,104.815,223657,"46,9",9.036,245.410,"3,7",19.853,318.575,"6,2",29.702,381.175,"7,8",41.296,738.950,"5,6",2.580,144.422,"1,8",82,40.684,"0,2",207.364,2.092.873,"9,9"
2021-04-01,Castilla La Mancha,46.971,135194,"34,7",5.152,159.101,"3,2",12.955,218.444,"5,9",21.394,307.478,"7,0",33.077,707.865,"4,7",3.231,149.518,"2,2",74,42.364,"0,2",122.854,1.719.964,"7,1"
2021-04-01,Cataluña,152.848,447196,"34,2",25.780,635.292,"4,1",46.438,837.584,"5,5",65.673,1.091.780,"6,0",124.909,2.803.626,"4,5",15.671,556.316,"2,8",190,159.864,"0,1",431.509,6.531.658,"6,6"
2021-04-01,C. Valenciana,119.347,276531,"43,2",9.679,437.862,"2,2",22.735,580.728,"3,9",33.082,752.334,"4,4",67.131,1.765.967,"3,8",5.084,352.834,"1,4",85,103.049,"0,1",257.143,4.269.305,"6,0"
2021-04-01,Extremadura,34.308,76005,"45,1",2.994,91.876,"3,3",7.157,125.297,"5,7",12.197,169.216,"7,2",19.124,351.778,"5,4",878,76.088,"1,2",35,20.953,"0,2",76.693,911.213,"8,4"
2021-04-01,Galicia,80.475,234302,"34,3",3.872,289.762,"1,3",15.895,346.927,"4,6",22.957,405.889,"5,7",37.764,889.004,"4,2",1.431,152.745,"0,9",3,44.014,"0,0",162.397,2.362.643,"6,9"
2021-04-01,La Rioja,10.648,22207,"47,9",655,28.125,"2,3",2.330,37.718,"6,2",3.314,47.664,"7,0",4.661,107.618,"4,3",370,21.170,"1,7",2,6.286,"0,0",21.980,270.788,"8,1"
2021-04-01,Madrid,169.283,364122,"46,5",7.449,526.081,"1,4",29.149,703.323,"4,1",49.832,972.783,"5,1",108.380,2.513.737,"4,3",12.781,479.716,"2,7",35,135.861,"0,0",376.909,5.695.623,"6,6"
2021-04-01,Murcia,34.708,69771,"49,7",2.255,102.899,"2,2",7.391,146.909,"5,0",13.715,213.256,"6,4",27.310,551.265,"5,0",2.484,118.667,"2,1",95,34.712,"0,3",87.958,1.237.479,"7,1"
2021-04-01,Navarra,13.618,41166,"33,1",1.725,55.792,"3,1",3.964,73.844,"5,4",7.398,96.694,"7,7",12.050,223.028,"5,4",879,48.505,"1,8",4,13.906,"0,0",39.638,552.935,"7,2"
2021-04-01,País Vasco,37.980,157950,"24,0",3.360,213.081,"1,6",11.091,280.119,"4,0",19.548,339.977,"5,7",30.857,724.849,"4,3",2.696,140.323,"1,9",2,41.824,"0,0",105.534,1.898.123,"5,6"
2021-04-01,Ceuta,1.564,2605,"60,0",368,4.318,"8,5",306,7.857,"3,9",510,11.556,"4,4",810,30.066,"2,7",43,7.581,"0,6",0,2.175,"0,0",3.601,66.158,"5,4"
2021-04-01,Melilla,856,2349,"36,4",56,3.748,"1,5",248,7.827,"3,2",428,11.299,"3,8",774,30.095,"2,6",55,8.536,"0,6",6,2.324,"0,3",2.423,66.178,"3,7"
2021-04-01,FF.AA,0,-,-,4,-,-,430,-,-,1.018,-,-,3.405,-,-,134,-,-,0,-,-,4.991,-,-
2021-04-01,España,1.205.441,2.834.024,"42,5",108.782,3.960.045,"2,7",258.729,5.336.986,"4,8",408.888,7.033.306,"5,8",746.353,16.706.113,"4,5",68.024,3.310.299,"2,1",798,949.049,"0,1",2.797.015,40.129.822,"7,0"
2021-04-03,Andalucía,253.088,413516,"61,2",13.474,650.381,"2,1",42.015,916.147,"4,6",70.837,1.265.021,"5,6",130.605,3.009.381,"4,3",11.808,625.846,"1,9",83,181.921,"0,0",521.910,7.062.213,"7,4"
2021-04-03,Aragón,47.289,98807,"47,9",3.171,118.955,"2,7",9.378,156.367,"6,0",13.951,198.266,"7,0",21.543,446.083,"4,8",1.435,89.180,"1,6",25,25.106,"0,1",96.792,1.132.764,"8,5"
2021-04-03,Asturias,41.397,87826,"47,1",3.593,109.249,"3,3",9.868,149.652,"6,6",13.538,162.645,"8,3",20.911,322.095,"6,5",2.323,54.179,"4,3",25,15.563,"0,2",91.655,901.209,"10,2"
2021-04-03,Baleares,15.955,49542,"32,2",2.112,80.516,"2,6",4.915,117.231,"4,2",7.585,165.797,"4,6",17.405,464.054,"3,8",1.232,85.839,"1,4",30,23.300,"0,1",49.234,986.279,"5,0"
2021-04-03,Canarias,33.574,90236,"37,2",12.727,154.531,"8,2",9.121,235.092,"3,9",16.903,350.512,"4,8",34.218,832.411,"4,1",2.359,163.899,"1,4",19,44.352,"0,0",108.921,1.871.033,"5,8"
2021-04-03,Cantabria,22.902,41042,"55,8",1.667,53.066,"3,1",3.712,77.345,"4,8",5.528,89.964,"6,1",10.407,194.241,"5,4",595,34.935,"1,7",3,10.791,"0,0",44.814,501.384,"8,9"
2021-04-03,Castilla y Leon,105.622,223657,"47,2",9.128,245.410,"3,7",19.863,318.575,"6,2",29.716,381.175,"7,8",41.318,738.950,"5,6",2.583,144.422,"1,8",82,40.684,"0,2",208.312,2.092.873,"10,0"
2021-04-03,Castilla La Mancha,54.167,135194,"40,1",5.258,159.101,"3,3",13.149,218.444,"6,0",21.615,307.478,"7,0",33.374,707.865,"4,7",3.266,149.518,"2,2",78,42.364,"0,2",130.907,1.719.964,"7,6"
2021-04-03,Cataluña,152.848,447196,"34,2",25.780,635.292,"4,1",46.438,837.584,"5,5",65.673,1.091.780,"6,0",124.909,2.803.626,"4,5",15.671,556.316,"2,8",190,159.864,"0,1",431.509,6.531.658,"6,6"
2021-04-03,C. Valenciana,123.821,276531,"44,8",9.925,437.862,"2,3",22.873,580.728,"3,9",33.178,752.334,"4,4",67.278,1.765.967,"3,8",5.102,352.834,"1,4",88,103.049,"0,1",262.265,4.269.305,"6,1"
2021-04-03,Extremadura,34.336,76005,"45,2",3.005,91.876,"3,3",7.161,125.297,"5,7",12.206,169.216,"7,2",19.146,351.778,"5,4",880,76.088,"1,2",35,20.953,"0,2",76.769,911.213,"8,4"
2021-04-03,Galicia,88.313,234302,"37,7",3.876,289.762,"1,3",15.948,346.927,"4,6",23.038,405.889,"5,7",37.937,889.004,"4,3",1.443,152.745,"0,9",3,44.014,"0,0",170.558,2.362.643,"7,2"
2021-04-03,La Rioja,12.218,22207,"55,0",656,28.125,"2,3",2.331,37.718,"6,2",3.317,47.664,"7,0",4.664,107.618,"4,3",372,21.170,"1,8",2,6.286,"0,0",23.560,270.788,"8,7"
2021-04-03,Madrid,169.352,364122,"46,5",7.520,526.081,"1,4",29.261,703.323,"4,2",49.925,972.783,"5,1",108.427,2.513.737,"4,3",12.782,479.716,"2,7",35,135.861,"0,0",377.302,5.695.623,"6,6"
2021-04-03,Murcia,37.088,69771,"53,2",2.328,102.899,"2,3",7.401,146.909,"5,0",13.730,213.256,"6,4",27.325,551.265,"5,0",2.485,118.667,"2,1",95,34.712,"0,3",90.452,1.237.479,"7,3"
2021-04-03,Navarra,13.618,41166,"33,1",1.725,55.792,"3,1",3.964,73.844,"5,4",7.398,96.694,"7,7",12.050,223.028,"5,4",879,48.505,"1,8",4,13.906,"0,0",39.638,552.935,"7,2"
2021-04-03,País Vasco,37.980,157950,"24,0",3.360,213.081,"1,6",11.091,280.119,"4,0",19.548,339.977,"5,7",30.857,724.849,"4,3",2.696,140.323,"1,9",2,41.824,"0,0",105.534,1.898.123,"5,6"
2021-04-03,Ceuta,1.564,2605,"60,0",368,4.318,"8,5",306,7.857,"3,9",510,11.556,"4,4",810,30.066,"2,7",43,7.581,"0,6",0,2.175,"0,0",3.601,66.158,"5,4"
2021-04-03,Melilla,856,2349,"36,4",56,3.748,"1,5",248,7.827,"3,2",428,11.299,"3,8",774,30.095,"2,6",55,8.536,"0,6",6,2.324,"0,3",2.423,66.178,"3,7"
2021-04-03,FF.AA,0,-,-,4,-,-,430,-,-,1.018,-,-,3.406,-,-,134,-,-,0,-,-,4.992,-,-
2021-04-03,España,1.245.988,2.834.024,"44,0",109.733,3.960.045,"2,8",259.473,5.336.986,"4,9",409.642,7.033.306,"5,8",747.364,16.706.113,"4,5",68.143,3.310.299,"2,1",805,949.049,"0,1",2.841.148,40.129.822,"7,1"
2021-04-05,Andalucía,253.172,413516,"61,2",13.475,650.381,"2,1",42.029,916.147,"4,6",70.857,1.265.021,"5,6",130.617,3.009.381,"4,3",11.808,625.846,"1,9",83,181.921,"0,0",522.041,7.062.213,"7,4"
2021-04-05,Aragón,47.308,98807,"47,9",3.171,118.955,"2,7",9.378,156.367,"6,0",13.951,198.266,"7,0",21.543,446.083,"4,8",1.436,89.180,"1,6",25,25.106,"0,1",96.812,1.132.764,"8,5"
2021-04-05,Asturias,42.525,87826,"48,4",3.594,109.249,"3,3",9.870,149.652,"6,6",13.542,162.645,"8,3",20.914,322.095,"6,5",2.324,54.179,"4,3",25,15.563,"0,2",92.794,901.209,"10,3"
2021-04-05,Baleares,16.073,49542,"32,4",2.113,80.516,"2,6",4.915,117.231,"4,2",7.585,165.797,"4,6",17.406,464.054,"3,8",1.232,85.839,"1,4",30,23.300,"0,1",49.354,986.279,"5,0"
2021-04-05,Canarias,33.676,90236,"37,3",12.906,154.531,"8,4",9.124,235.092,"3,9",16.904,350.512,"4,8",34.223,832.411,"4,1",2.360,163.899,"1,4",19,44.352,"0,0",109.212,1.871.033,"5,8"
2021-04-05,Cantabria,22.902,41042,"55,8",1.667,53.066,"3,1",3.712,77.345,"4,8",5.528,89.964,"6,1",10.407,194.241,"5,4",595,34.935,"1,7",3,10.791,"0,0",44.814,501.384,"8,9"
2021-04-05,Castilla y Leon,105.646,223657,"47,2",9.128,245.410,"3,7",19.865,318.575,"6,2",29.714,381.175,"7,8",41.320,738.950,"5,6",2.583,144.422,"1,8",82,40.684,"0,2",208.338,2.092.873,"10,0"
2021-04-05,Castilla La Mancha,54.253,135194,"40,1",5.274,159.101,"3,3",13.182,218.444,"6,0",21.676,307.478,"7,0",33.458,707.865,"4,7",3.279,149.518,"2,2",78,42.364,"0,2",131.200,1.719.964,"7,6"
2021-04-05,Cataluña,158.522,447196,"35,4",26.519,635.292,"4,2",47.243,837.584,"5,6",66.144,1.091.780,"6,1",125.432,2.803.626,"4,5",15.765,556.316,"2,8",192,159.864,"0,1",439.817,6.531.658,"6,7"
2021-04-05,C. Valenciana,123.996,276531,"44,8",9.950,437.862,"2,3",23.008,580.728,"4,0",33.286,752.334,"4,4",67.423,1.765.967,"3,8",5.106,352.834,"1,4",91,103.049,"0,1",262.860,4.269.305,"6,2"
2021-04-05,Extremadura,34.338,76005,"45,2",3.005,91.876,"3,3",7.161,125.297,"5,7",12.206,169.216,"7,2",19.146,351.778,"5,4",880,76.088,"1,2",35,20.953,"0,2",76.771,911.213,"8,4"
2021-04-05,Galicia,88.314,234302,"37,7",4.244,289.762,"1,5",16.132,346.927,"4,6",23.096,405.889,"5,7",37.940,889.004,"4,3",1.443,152.745,"0,9",3,44.014,"0,0",171.172,2.362.643,"7,2"
2021-04-05,La Rioja,12.218,22207,"55,0",656,28.125,"2,3",2.331,37.718,"6,2",3.317,47.664,"7,0",4.664,107.618,"4,3",372,21.170,"1,8",2,6.286,"0,0",23.560,270.788,"8,7"
2021-04-05,Madrid,169.388,364122,"46,5",7.525,526.081,"1,4",29.264,703.323,"4,2",49.932,972.783,"5,1",108.440,2.513.737,"4,3",12.784,479.716,"2,7",35,135.861,"0,0",377.368,5.695.623,"6,6"
2021-04-05,Murcia,37.090,69771,"53,2",2.330,102.899,"2,3",7.402,146.909,"5,0",13.730,213.256,"6,4",27.326,551.265,"5,0",2.485,118.667,"2,1",95,34.712,"0,3",90.458,1.237.479,"7,3"
2021-04-05,Navarra,13.618,41166,"33,1",1.725,55.792,"3,1",3.964,73.844,"5,4",7.398,96.694,"7,7",12.050,223.028,"5,4",879,48.505,"1,8",4,13.906,"0,0",39.638,552.935,"7,2"
2021-04-05,País Vasco,37.981,157950,"24,0",3.360,213.081,"1,6",11.091,280.119,"4,0",19.548,339.977,"5,7",30.857,724.849,"4,3",2.696,140.323,"1,9",2,41.824,"0,0",105.535,1.898.123,"5,6"
2021-04-05,Ceuta,1.582,2605,"60,7",373,4.318,"8,6",310,7.857,"3,9",511,11.556,"4,4",813,30.066,"2,7",44,7.581,"0,6",0,2.175,"0,0",3.633,66.158,"5,5"
2021-04-05,Melilla,860,2349,"36,6",57,3.748,"1,5",248,7.827,"3,2",429,11.299,"3,8",775,30.095,"2,6",55,8.536,"0,6",6,2.324,"0,3",2.430,66.178,"3,7"
2021-04-05,FF.AA,0,-,-,4,-,-,430,-,-,1.020,-,-,3.411,-,-,134,-,-,0,-,-,4.999,-,-
2021-04-05,España,1.253.462,2.834.024,"44,2",111.076,3.960.045,"2,8",260.659,5.336.986,"4,9",410.374,7.033.306,"5,8",748.165,16.706.113,"4,5",68.260,3.310.299,"2,1",810,949.049,"0,1",2.852.806,40.129.822,"7,1"
