Fecha,cod_ine,CCAA,Total Pacientes COVID ingresados,% Camas Ocupadas COVID,Total pacientes COVID en UCI,% Camas Ocupadas UCI COVID,Ingresos COVID últimas 24 h,Altas COVID últimas 24 h
2020-08-20,00,España,4703,"4,40",541,,765,658
2020-08-21,01,Andalucía,369,"2,40",42,,62,25
2020-08-21,02,Aragón,537,"13,70",64,,34,26
2020-08-21,03,Asturias,16,"0,50",3,,6,2
2020-08-21,04,Baleares,228,"7,50",33,,40,10
2020-08-21,05,Canarias,134,"2,80",22,,15,1
2020-08-21,06,Cantabria,37,"2,40",2,,7,2
2020-08-21,08,Castilla La Mancha,177,"4,00",16,,24,2
2020-08-21,07,Castilla y León,248,"4,70",18,,31,9
2020-08-21,09,Cataluña,1011,"4,60",151,,86,49
2020-08-21,18,Ceuta,1,"0,60",0,,0,0
2020-08-21,10,C. Valenciana,403,"3,70",46,,68,16
2020-08-21,11,Extremadura,40,"1,50",6,,4,0
2020-08-21,12,Galicia,83,"1,10",10,,16,2
2020-08-21,13,Madrid,1544,"12,00",165,,192,54
2020-08-21,19,Melilla,8,"4,50",0,,1,0
2020-08-21,14,Murcia,157,"5,20",31,,59,10
2020-08-21,15,Navarra,54,"3,30",9,,10,3
2020-08-21,16,País Vasco,404,"10,00",37,,41,13
2020-08-21,17,La Rioja,33,"4,60",3,,9,0
2020-08-21,00,España,5484,"5,10",658,,705,224
2020-08-24,01,Andalucía,403,"2,60",43,,70,33
2020-08-24,02,Aragón,523,"13,10",68,,60,57
2020-08-24,03,Asturias,19,"0,60",2,,6,2
2020-08-24,04,Baleares,238,"8,60",35,,41,20
2020-08-24,05,Canarias,151,"3,10",23,,28,13
2020-08-24,06,Cantabria,40,"2,60",1,,10,5
2020-08-24,08,Castilla La Mancha,187,"4,30",23,,35,25
2020-08-24,07,Castilla y León,257,"5,10",19,,51,60
2020-08-24,09,Cataluña,1040,"4,60",155,,115,124
2020-08-24,18,Ceuta,1,"0,60",0,,0,0
2020-08-24,10,C. Valenciana,386,"3,60",49,,76,52
2020-08-24,11,Extremadura,49,"1,60",5,,7,3
2020-08-24,12,Galicia,105,"1,30",12,,30,6
2020-08-24,13,Madrid,1688,"12,80",175,,285,205
2020-08-24,19,Melilla,7,"4,00",1,,1,2
2020-08-24,14,Murcia,107,"5,00",16,,25,15
2020-08-24,15,Navarra,52,"3,00",9,,5,11
2020-08-24,16,País Vasco,400,"9,70",39,,53,63
2020-08-24,17,La Rioja,35,"4,60",2,,5,3
2020-08-24,00,España,5688,"5,30",677,,903,699
2020-08-25,01,Andalucía,451,"2,80",52,,97,40
2020-08-25,02,Aragón,523,"13,10",66,,54,39
2020-08-25,03,Asturias,23,"0,70",2,,8,1
2020-08-25,04,Baleares,264,"8,70",37,,40,23
2020-08-25,05,Canarias,153,"3,20",27,,34,14
2020-08-25,06,Cantabria,43,"2,80",0,,12,2
2020-08-25,08,Castilla La Mancha,198,"4,50",24,,34,20
2020-08-25,07,Castilla y León,268,"5,40",24,,53,29
2020-08-25,09,Cataluña,1023,"4,50",156,,112,112
2020-08-25,18,Ceuta,1,"0,60",0,,0,0
2020-08-25,10,C. Valenciana,409,"3,70",47,,76,40
2020-08-25,11,Extremadura,38,"1,50",6,,5,2
2020-08-25,12,Galicia,104,"1,50",10,,19,8
2020-08-25,13,Madrid,1793,"13,60",178,,289,196
2020-08-25,19,Melilla,4,"2,30",1,,0,0
2020-08-25,14,Murcia,115,"5,40",17,,25,15
2020-08-25,15,Navarra,58,"3,40",10,,14,5
2020-08-25,16,País Vasco,401,"10,10",38,,46,42
2020-08-25,17,La Rioja,34,"4,40",2,,4,5
2020-08-25,00,España,5903,"5,50",697,,922,593
2020-08-26,01,Andalucía,505,3,62,,119,47
2020-08-26,02,Aragón,513,13,63,,49,51
2020-08-26,03,Asturias,23,1,2,,11,2
2020-08-26,04,Baleares,258,9,40,,33,34
2020-08-26,05,Canarias,164,3,29,,26,13
2020-08-26,06,Cantabria,41,3,1,,11,1
2020-08-26,08,Castilla La Mancha,202,5,28,,29,24
2020-08-26,07,Castilla y León,300,6,26,,49,25
2020-08-26,09,Cataluña,1039,4,147,,117,108
2020-08-26,18,Ceuta,1,1,0,,0,0
2020-08-26,10,C. Valenciana,407,4,51,,73,49
2020-08-26,11,Extremadura,42,2,10,,3,4
2020-08-26,12,Galicia,120,1,12,,19,5
2020-08-26,13,Madrid,1808,13,176,,258,201
2020-08-26,19,Melilla,3,2,1,,0,1
2020-08-26,14,Murcia,108,5,17,,8,17
2020-08-26,15,Navarra,61,4,9,,11,5
2020-08-26,16,País Vasco,402,10,38,,55,53
2020-08-26,17,La Rioja,39,5,3,,9,4
2020-08-26,00,España,6036,5,715,,880,644
2020-08-27,01,Andalucía,524,3,68,,105,65
2020-08-27,02,Aragón,510,13,62,,66,56
2020-08-27,03,Asturias,15,1,1,,6,2
2020-08-27,04,Baleares,270,9,42,,35,20
2020-08-27,05,Canarias,96,2,16,,13,6
2020-08-27,06,Cantabria,35,2,2,,7,5
2020-08-27,08,Castilla La Mancha,214,5,27,,27,12
2020-08-27,07,Castilla y León,313,6,28,,64,43
2020-08-27,09,Cataluña,1043,4,151,,129,102
2020-08-27,18,Ceuta,2,1,0,,1,0
2020-08-27,10,C. Valenciana,411,4,54,,62,49
2020-08-27,11,Extremadura,41,2,8,,5,1
2020-08-27,12,Galicia,137,2,13,,18,5
2020-08-27,13,Madrid,1916,14,200,,290,229
2020-08-27,19,Melilla,4,2,1,,1,0
2020-08-27,14,Murcia,172,6,26,,40,23
2020-08-27,15,Navarra,61,4,9,,9,9
2020-08-27,16,País Vasco,419,10,40,,73,57
2020-08-27,17,La Rioja,41,5,3,,7,5
2020-08-27,00,España,6224,6,751,,958,689
2020-08-30,01,Andalucía,576,4,83,,85,40
2020-08-30,02,Aragón,522,13,69,,37,10
2020-08-30,03,Asturias,55,2,4,,11,1
2020-08-30,04,Baleares,309,11,52,,38,18
2020-08-30,05,Canarias,232,5,33,,23,12
2020-08-30,06,Cantabria,39,3,3,,7,0
2020-08-30,08,Castilla La Mancha,277,7,30,,34,13
2020-08-30,07,Castilla y León,329,7,31,,35,10
2020-08-30,09,Cataluña,1076,5,160,,77,43
2020-08-30,18,Ceuta,4,2,0,,1,0
2020-08-30,10,C. Valenciana,464,4,52,,81,27
2020-08-30,11,Extremadura,48,2,13,,11,1
2020-08-30,12,Galicia,132,2,13,,17,7
2020-08-30,13,Madrid,2128,16,218,,221,99
2020-08-30,19,Melilla,8,5,1,,4,0
2020-08-30,14,Murcia,158,8,25,,24,2
2020-08-30,15,Navarra,75,4,9,,11,5
2020-08-30,16,País Vasco,475,11,45,,27,11
2020-08-30,17,La Rioja,50,7,5,,6,2
2020-08-30,00,España,6557,6,846,,750,301
2020-08-31,01,Andalucía,628,4,82,,122,76
2020-08-31,02,Aragón,339,14,43,,32,28
2020-08-31,03,Asturias,36,1,3,,10,4
2020-08-31,04,Baleares,319,11,51,,36,30
2020-08-31,05,Canarias,211,4,38,,28,20
2020-08-31,06,Cantabria,40,3,6,,12,6
2020-08-31,08,Castilla La Mancha,261,7,29,,24,15
2020-08-31,07,Castilla y León,350,7,34,,51,46
2020-08-31,09,Cataluña,1089,5,152,,103,129
2020-08-31,18,Ceuta,4,3,0,,0,0
2020-08-31,10,C. Valenciana,480,4,53,,77,55
2020-08-31,11,Extremadura,55,2,12,,4,0
2020-08-31,12,Galicia,153,2,13,,28,11
2020-08-31,13,Madrid,2029,15,211,,247,250
2020-08-31,19,Melilla,6,3,1,,0,2
2020-08-31,14,Murcia,219,7,37,,45,36
2020-08-31,15,Navarra,76,5,8,,5,6
2020-08-31,16,País Vasco,463,12,44,,57,73
2020-08-31,17,La Rioja,49,6,6,,7,8
2020-08-31,00,España,6807,6,823,,888,795
2020-09-01,01,Andalucía,644,4,84,,126,61
2020-09-01,02,Aragón,492,12,67,,47,57
2020-09-01,03,Asturias,42,1,4,,10,3
2020-09-01,04,Baleares,314,11,56,,35,37
2020-09-01,05,Canarias,199,4,41,,26,23
2020-09-01,06,Cantabria,52,4,6,,16,3
2020-09-01,08,Castilla La Mancha,299,7,41,,39,26
2020-09-01,07,Castilla y León,346,7,33,,54,40
2020-09-01,09,Cataluña,1076,5,157,,125,102
2020-09-01,18,Ceuta,4,3,0,,0,0
2020-09-01,10,C. Valenciana,464,4,53,,70,40
2020-09-01,11,Extremadura,52,2,12,,8,3
2020-09-01,12,Galicia,119,2,11,,32,4
2020-09-01,13,Madrid,2104,15,216,,285,264
2020-09-01,19,Melilla,6,3,2,,1,1
2020-09-01,14,Murcia,152,7,27,,27,9
2020-09-01,15,Navarra,49,3,10,,9,6
2020-09-01,16,País Vasco,460,11,48,,88,73
2020-09-01,17,La Rioja,50,7,6,,9,8
2020-09-01,00,España,6924,6,874,,1907,760
2020-09-02,01,Andalucía,712,4,95,,149,83
2020-09-02,02,Aragón,475,12,66,,52,58
2020-09-02,03,Asturias,50,2,4,,11,1
2020-09-02,04,Baleares,331,11,56,,44,25
2020-09-02,05,Canarias,211,4,45,,33,20
2020-09-02,06,Cantabria,45,3,5,,8,8
2020-09-02,08,Castilla La Mancha,329,7,49,,53,21
2020-09-02,07,Castilla y León,321,6,36,,33,42
2020-09-02,09,Cataluña,1068,5,147,,110,117
2020-09-02,18,Ceuta,4,3,0,,0,0
2020-09-02,10,C. Valenciana,477,4,59,,71,51
2020-09-02,11,Extremadura,57,2,13,,7,4
2020-09-02,12,Galicia,197,2,18,,40,22
2020-09-02,13,Madrid,2162,16,230,,306,250
2020-09-02,19,Melilla,7,4,2,,1,0
2020-09-02,14,Murcia,217,7,46,,60,36
2020-09-02,15,Navarra,80,5,9,,15,16
2020-09-02,16,País Vasco,394,11,43,,67,55
2020-09-02,17,La Rioja,57,7,7,,7,1
2020-09-02,00,España,7194,6,930,,1067,810
2020-09-03,01,Andalucía,741,5,105,,141,86
2020-09-03,02,Aragón,463,12,67,,43,49
2020-09-03,03,Asturias,47,1,5,,12,5
2020-09-03,04,Baleares,316,11,57,,35,33
2020-09-03,05,Canarias,210,5,49,,36,23
2020-09-03,06,Cantabria,40,3,5,,6,1
2020-09-03,08,Castilla La Mancha,362,8,43,,64,27
2020-09-03,07,Castilla y León,335,6,39,,57,36
2020-09-03,09,Cataluña,1051,4,147,,93,114
2020-09-03,18,Ceuta,5,3,0,,1,0
2020-09-03,10,C. Valenciana,490,4,64,,84,57
2020-09-03,11,Extremadura,55,2,13,,11,3
2020-09-03,12,Galicia,208,3,17,,40,21
2020-09-03,13,Madrid,2206,15,243,,311,277
2020-09-03,19,Melilla,6,3,2,,2,2
2020-09-03,14,Murcia,240,7,48,,47,31
2020-09-03,15,Navarra,87,5,11,,18,12
2020-09-03,16,País Vasco,474,11,54,,64,69
2020-09-03,17,La Rioja,56,7,7,,5,6
2020-09-03,00,España,7392,7,976,,1070,852
2020-09-06,01,Andalucía,800,5,120,,113,41
2020-09-06,02,Aragón,482,12,66,,44,13
2020-09-06,03,Asturias,51,2,7,,11,3
2020-09-06,04,Baleares,351,13,56,,26,13
2020-09-06,05,Canarias,249,5,47,,22,11
2020-09-06,06,Cantabria,54,4,9,,8,1
2020-09-06,08,Castilla La Mancha,416,9,44,,59,8
2020-09-06,07,Castilla y León,382,8,40,,45,15
2020-09-06,09,Cataluña,1009,5,148,,90,55
2020-09-06,18,Ceuta,9,6,1,,2,0
2020-09-06,10,C. Valenciana,492,5,74,,63,28
2020-09-06,11,Extremadura,66,2,11,,7,72
2020-09-06,12,Galicia,205,3,18,,25,17
2020-09-06,13,Madrid,2477,18,274,,221,81
2020-09-06,19,Melilla,10,6,2,,3,0
2020-09-06,14,Murcia,212,8,47,,32,17
2020-09-06,15,Navarra,99,6,8,,8,2
2020-09-06,16,País Vasco,459,12,52,,40,21
2020-09-06,17,La Rioja,69,9,10,,5,1
2020-09-06,00,España,7892,7,1034,,824,399
2020-09-07,01,Andalucía,796,5,120,,132,79
2020-09-07,02,Aragón,473,12,67,,52,54
2020-09-07,03,Asturias,44,2,7,,3,4
2020-09-07,04,Baleares,356,13,54,,33,29
2020-09-07,05,Canarias,253,5,54,,31,19
2020-09-07,06,Cantabria,51,4,9,,11,7
2020-09-07,08,Castilla La Mancha,325,9,37,,40,41
2020-09-07,07,Castilla y León,333,7,38,,49,42
2020-09-07,09,Cataluña,1130,5,149,,102,118
2020-09-07,18,Ceuta,7,4,1,,0,2
2020-09-07,10,C. Valenciana,540,5,80,,78,44
2020-09-07,11,Extremadura,65,2,8,,6,2
2020-09-07,12,Galicia,220,3,23,,27,27
2020-09-07,13,Madrid,2508,18,288,,294,330
2020-09-07,19,Melilla,,,,,,
2020-09-07,14,Murcia,203,8,39,,42,29
2020-09-07,15,Navarra,104,6,7,,1,15
2020-09-07,16,País Vasco,445,11,60,,45,92
2020-09-07,17,La Rioja,69,9,10,,9,10
2020-09-07,00,España,7972,8,1051,,955,944
2020-09-08,01,Andalucía,895,5,134,,127,69
2020-09-08,02,Aragón,487,12,68,,50,43
2020-09-08,03,Asturias,55,2,8,,17,3
2020-09-08,04,Baleares,352,13,52,,29,32
2020-09-08,05,Canarias,256,5,58,,32,20
2020-09-08,06,Cantabria,48,3,9,,5,10
2020-09-08,08,Castilla La Mancha,437,10,47,,52,28
2020-09-08,07,Castilla y León,480,7,45,,51,27
2020-09-08,09,Cataluña,1122,5,151,,111,124
2020-09-08,18,Ceuta,9,6,1,,2,1
2020-09-08,10,C. Valenciana,537,5,78,,65,53
2020-09-08,11,Extremadura,76,2,12,,11,4
2020-09-08,12,Galicia,219,3,22,,36,27
2020-09-08,13,Madrid,2506,17,299,,343,321
2020-09-08,19,Melilla,11,6,2,,1,1
2020-09-08,14,Murcia,800,9,65,,68,28
2020-09-08,15,Navarra,106,6,8,,19,16
2020-09-08,16,País Vasco,477,11,62,,79,74
2020-09-08,17,La Rioja,75,10,10,,9,3
2020-09-08,00,España,8398,"7,30",1131,,1107,884
2020-09-09,01,Andalucía,928,6,138,,161,112
2020-09-09,02,Aragón,473,12,66,,53,58
2020-09-09,03,Asturias,55,2,9,,11,3
2020-09-09,04,Baleares,339,12,53,,25,30
2020-09-09,05,Canarias,257,5,60,,21,17
2020-09-09,06,Cantabria,59,4,9,,21,4
2020-09-09,08,Castilla La Mancha,456,10,52,,58,33
2020-09-09,07,Castilla y León,337,6,41,,45,30
2020-09-09,09,Cataluña,1128,5,151,,112,114
2020-09-09,18,Ceuta,7,5,1,,1,2
2020-09-09,10,C. Valenciana,533,5,79,,75,48
2020-09-09,11,Extremadura,84,2,15,,11,7
2020-09-09,12,Galicia,230,3,25,,44,23
2020-09-09,13,Madrid,2563,18,304,,328,348
2020-09-09,19,Melilla,14,8,1,,5,2
2020-09-09,14,Murcia,258,9,54,,61,38
2020-09-09,15,Navarra,109,6,7,,15,15
2020-09-09,16,País Vasco,503,12,60,,88,72
2020-09-09,17,La Rioja,68,9,11,,6,13
2020-09-09,00,España,8401,"7,40",1136,,1141,969
2020-09-10,01,Andalucía,959,6,135,,149,87
2020-09-10,02,Aragón,459,11,60,,50,49
2020-09-10,03,Asturias,64,2,9,,15,2
2020-09-10,04,Baleares,346,12,65,,27,27
2020-09-10,05,Canarias,247,5,59,,25,31
2020-09-10,06,Cantabria,65,4,6,,8,3
2020-09-10,08,Castilla La Mancha,468,10,53,,55,44
2020-09-10,07,Castilla y León,430,7,48,,61,33
2020-09-10,09,Cataluña,1116,5,151,,111,128
2020-09-10,18,Ceuta,8,5,1,,2,1
2020-09-10,10,C. Valenciana,539,5,82,,75,66
2020-09-10,11,Extremadura,102,3,15,,19,4
2020-09-10,12,Galicia,239,3,26,,44,21
2020-09-10,13,Madrid,2594,18,322,,331,300
2020-09-10,19,Melilla,14,8,2,,2,1
2020-09-10,14,Murcia,318,9,64,,54,35
2020-09-10,15,Navarra,109,6,7,,20,20
2020-09-10,16,País Vasco,513,11,65,,71,62
2020-09-10,17,La Rioja,68,9,11,,5,5
2020-09-10,00,España,8658,"7,50",1181,,1124,919
2020-09-13,01,Andalucía,1068,7,133,,125,64
2020-09-13,02,Aragón,465,12,60,,37,19
2020-09-13,03,Asturias,58,2,10,,10,0
2020-09-13,04,Baleares,347,12,63,,30,8
2020-09-13,05,Canarias,260,5,56,,16,10
2020-09-13,06,Cantabria,79,5,12,,14,4
2020-09-13,08,Castilla La Mancha,518,12,59,,64,15
2020-09-13,07,Castilla y León,498,9,51,,62,14
2020-09-13,09,Cataluña,1182,5,159,,91,49
2020-09-13,18,Ceuta,7,4,0,,0,0
2020-09-13,10,C. Valenciana,502,5,71,,55,14
2020-09-13,11,Extremadura,132,4,17,,17,1
2020-09-13,12,Galicia,216,3,26,,23,9
2020-09-13,13,Madrid,2748,21,301,,284,92
2020-09-13,19,Melilla,16,9,4,,5,2
2020-09-13,14,Murcia,242,10,51,,26,16
2020-09-13,15,Navarra,121,7,8,,12,8
2020-09-13,16,País Vasco,502,12,63,,29,20
2020-09-13,17,La Rioja,83,11,13,,8,1
2020-09-13,00,España,9044,"8,50",1157,,908,346
2020-09-14,01,Andalucía,1091,7,142,,176,127
2020-09-14,02,Aragón,481,12,60,,56,40
2020-09-14,03,Asturias,59,2,11,,9,6
2020-09-14,04,Baleares,341,12,64,,24,32
2020-09-14,05,Canarias,259,5,54,,16,23
2020-09-14,06,Cantabria,79,5,9,,5,6
2020-09-14,08,Castilla La Mancha,555,12,61,,59,43
2020-09-14,07,Castilla y León,550,9,68,,89,56
2020-09-14,09,Cataluña,1216,5,159,,105,138
2020-09-14,18,Ceuta,5,3,0,,0,2
2020-09-14,10,C. Valenciana,566,5,72,,83,64
2020-09-14,11,Extremadura,127,4,19,,15,10
2020-09-14,12,Galicia,259,3,29,,28,19
2020-09-14,13,Madrid,3095,21,359,,380,294
2020-09-14,19,Melilla,14,8,4,,1,3
2020-09-14,14,Murcia,314,9,66,,61,45
2020-09-14,15,Navarra,126,7,12,,32,25
2020-09-14,16,País Vasco,533,12,67,,78,92
2020-09-14,17,La Rioja,82,11,17,,12,10
2020-09-14,00,España,9752,"8,50",1273,,1229,1035
2020-09-15,01,Andalucía,1088,7,139,,158,116
2020-09-15,02,Aragón,469,12,62,,68,59
2020-09-15,03,Asturias,53,2,11,,6,8
2020-09-15,04,Baleares,336,11,67,,25,36
2020-09-15,05,Canarias,247,5,54,,17,24
2020-09-15,06,Cantabria,76,5,8,,15,2
2020-09-15,08,Castilla La Mancha,573,13,66,,76,65
2020-09-15,07,Castilla y León,536,9,57,,69,74
2020-09-15,09,Cataluña,1235,5,156,,141,143
2020-09-15,18,Ceuta,5,3,1,,1,0
2020-09-15,10,C. Valenciana,527,5,73,,61,61
2020-09-15,11,Extremadura,138,4,19,,18,11
2020-09-15,12,Galicia,244,3,27,,26,19
2020-09-15,13,Madrid,3207,22,377,,470,354
2020-09-15,19,Melilla,14,8,4,,2,2
2020-09-15,14,Murcia,306,9,66,,48,42
2020-09-15,15,Navarra,132,7,13,,22,16
2020-09-15,16,País Vasco,542,12,64,,80,81
2020-09-15,17,La Rioja,82,11,17,,12,10
2020-09-15,00,España,9810,"8,50",1281,,1315,1123
2020-09-16,01,Andalucía,1082,7,144,,153,135
2020-09-16,02,Aragón,466,12,62,,55,45
2020-09-16,03,Asturias,53,2,10,,11,8
2020-09-16,04,Baleares,323,11,63,,19,33
2020-09-16,05,Canarias,249,5,57,,24,17
2020-09-16,06,Cantabria,73,5,11,,13,6
2020-09-16,08,Castilla La Mancha,586,13,73,,69,46
2020-09-16,07,Castilla y León,555,9,58,,92,55
2020-09-16,09,Cataluña,1282,5,152,,115,134
2020-09-16,18,Ceuta,6,4,1,,1,0
2020-09-16,10,C. Valenciana,528,5,74,,69,54
2020-09-16,11,Extremadura,139,4,21,,18,11
2020-09-16,12,Galicia,255,3,30,,48,10
2020-09-16,13,Madrid,3323,21,409,,439,324
2020-09-16,19,Melilla,14,8,4,,2,2
2020-09-16,14,Murcia,312,9,58,,64,38
2020-09-16,15,Navarra,133,7,18,,26,24
2020-09-16,16,País Vasco,540,12,65,,88,87
2020-09-16,17,La Rioja,84,11,21,,11,7
2020-09-16,00,España,10003,"8,60",1331,,1317,1036
2020-09-17,01,Andalucía,1087,7,149,,160,137
2020-09-17,02,Aragón,470,12,62,,53,44
2020-09-17,03,Asturias,50,2,12,,12,8
2020-09-17,04,Baleares,302,11,59,,31,20
2020-09-17,05,Canarias,241,5,58,,17,26
2020-09-17,06,Cantabria,72,5,10,,9,11
2020-09-17,08,Castilla La Mancha,586,13,78,,69,62
2020-09-17,07,Castilla y León,588,10,56,,108,49
2020-09-17,09,Cataluña,1304,5,154,,105,111
2020-09-17,18,Ceuta,6,4,1,,1,0
2020-09-17,10,C. Valenciana,560,5,75,,76,65
2020-09-17,11,Extremadura,139,4,23,,19,12
2020-09-17,12,Galicia,255,3,32,,56,28
2020-09-17,13,Madrid,3411,22,403,,433,366
2020-09-17,19,Melilla,15,8,4,,3,2
2020-09-17,14,Murcia,307,9,65,,49,40
2020-09-17,15,Navarra,152,8,19,,29,11
2020-09-17,16,País Vasco,509,11,63,,61,95
2020-09-17,17,La Rioja,89,12,22,,8,4
2020-09-17,00,España,10143,"8,70",1345,,1299,1091
2020-09-20,01,Andalucía,1156,7,159,,116,59
2020-09-20,02,Aragón,484,12,64,,34,21
2020-09-20,03,Asturias,53,2,11,,8,2
2020-09-20,04,Baleares,350,12,67,,18,8
2020-09-20,05,Canarias,257,5,57,,21,13
2020-09-20,06,Cantabria,79,5,11,,6,5
2020-09-20,08,Castilla La Mancha,612,13,81,,72,47
2020-09-20,07,Castilla y León,654,11,76,,85,22
2020-09-20,09,Cataluña,1261,5,159,,124,63
2020-09-20,18,Ceuta,4,3,1,,0,0
2020-09-20,10,C. Valenciana,743,7,87,,81,17
2020-09-20,11,Extremadura,170,5,24,,21,4
2020-09-20,12,Galicia,256,3,32,,30,6
2020-09-20,13,Madrid,3849,25,412,,308,180
2020-09-20,19,Melilla,15,8,3,,3,2
2020-09-20,14,Murcia,311,9,64,,57,27
2020-09-20,15,Navarra,170,9,21,,25,14
2020-09-20,16,País Vasco,521,11,67,,37,25
2020-09-20,17,La Rioja,86,11,21,,6,4
2020-09-20,00,España,11031,"9,50",1417,,1052,519
2020-09-21,01,Andalucía,1127,7,156,10,150,143
2020-09-21,02,Aragón,503,13,64,32,55,35
2020-09-21,03,Asturias,59,2,11,5,14,5
2020-09-21,04,Baleares,332,11,69,25,21,33
2020-09-21,05,Canarias,254,5,59,14,21,24
2020-09-21,06,Cantabria,68,5,9,8,8,13
2020-09-21,08,Castilla La Mancha,641,14,83,24,79,70
2020-09-21,07,Castilla y León,684,11,82,24,112,61
2020-09-21,09,Cataluña,1332,6,161,15,98,132
2020-09-21,18,Ceuta,5,3,1,14,1,0
2020-09-21,10,C. Valenciana,564,5,89,9,92,70
2020-09-21,11,Extremadura,184,6,24,12,23,15
2020-09-21,12,Galicia,255,3,30,4,34,23
2020-09-21,13,Madrid,3773,25,422,38,413,454
2020-09-21,19,Melilla,15,8,2,17,1,2
2020-09-21,14,Murcia,294,8,63,16,58,38
2020-09-21,15,Navarra,178,10,25,21,24,20
2020-09-21,16,País Vasco,494,11,66,21,50,86
2020-09-21,17,La Rioja,87,11,22,42,7,6
2020-09-21,00,España,10849,9,1438,17,1261,1230
2020-09-22,01,Andalucía,1117,"6,79",157,"10,24",179,130
2020-09-22,02,Aragón,512,"12,76",62,"31,47",58,59
2020-09-22,03,Asturias,62,"1,98",13,"5,35",14,5
2020-09-22,04,Baleares,296,"10,03",68,"24,03",15,37
2020-09-22,05,Canarias,250,"5,12",61,"14,70",12,18
2020-09-22,06,Cantabria,65,"4,64",9,"8,49",6,7
2020-09-22,08,Castilla La Mancha,640,"13,86",82,"23,43",76,65
2020-09-22,07,Castilla y León,664,"10,99",80,"23,19",83,82
2020-09-22,09,Cataluña,1284,"5,27",158,"14,46",116,151
2020-09-22,18,Ceuta,9,"5,63",3,"42,86",4,0
2020-09-22,10,C. Valenciana,545,"4,82",80,"7,95",82,72
2020-09-22,11,Extremadura,181,"5,80",20,"9,85",19,14
2020-09-22,12,Galicia,248,"3,06",33,"4,62",38,31
2020-09-22,13,Madrid,3813,"24,93",436,"38,28",504,446
2020-09-22,19,Melilla,16,"9,04",3,"25,00",3,2
2020-09-22,14,Murcia,293,"8,32",58,"14,76",54,44
2020-09-22,15,Navarra,183,"9,81",25,"20,33",32,26
2020-09-22,16,País Vasco,487,"10,57",67,"21,27",54,67
2020-09-22,17,La Rioja,90,"11,60",21,"40,38",13,10
2020-09-22,00,España,10755,"9,21",1436,"16,84",1362,1266
2020-09-23,01,Andalucía,1146,"6,97",159,"10,37",145,102
2020-09-23,02,Aragón,471,"11,73",61,"30,96",47,55
2020-09-23,03,Asturias,61,"1,95",13,"5,35",8,3
2020-09-23,04,Baleares,473,"15,98",69,"24,56",23,24
2020-09-23,05,Canarias,243,"4,98",62,"14,90",17,19
2020-09-23,06,Cantabria,57,"4,07",9,"8,49",8,12
2020-09-23,08,Castilla La Mancha,637,"13,80",83,"23,78",67,76
2020-09-23,07,Castilla y León,690,"11,26",89,"25,65",110,74
2020-09-23,09,Cataluña,1254,"5,21",151,"14,18",104,134
2020-09-23,18,Ceuta,12,"7,50",3,"42,86",3,0
